uniprot_id,entry_id,gene,protein_name,length,subcellular_location,ensembl_ids,n_binding_sites,binding_sites,keywords,disease,n_transmem
Q8TCG5,CPT1C_HUMAN,CPT1C,Palmitoyl thioesterase CPT1C,803,"Cell projection, dendrite; Cell projection, axon; Endoplasmic reticulum membrane;",ENST00000323446.9;ENST00000392518.8;ENST00000405931.6;ENST00000598293.6;ENST00000878763.1;ENST00000878766.1;ENST00000878767.1;ENST00000929716.1;ENST00000941224.1;ENST00000941225.1,4,552:CoA;586:(R)-carnitine;588:(R)-carnitine;599:(R)-carnitine,3D-structure;Acyltransferase;Alternative splicing;Cell projection;Disease variant;Endoplasmic reticulum;Fatty acid metabolism;Hereditary spastic paraplegia;Hydrolase;Lipid metabolism;Membrane;Neurodegeneration;Proteomics identification;Reference proteome;Transferase;Transmembrane;Transmembrane helix,"Spastic paraplegia 73, autosomal dominant;",2
Q96BM9,ARL8A_HUMAN,ARL8A,ADP-ribosylation factor-like protein 8A,186,"Late endosome membrane; Lysosome membrane; Cytoplasm, cytoskeleton, spindle; Cell projection, axon; Synapse;",ENST00000272217.7,3,29:GTP;71:GTP;130:GTP,3D-structure;Cell cycle;Cell division;Cell projection;Chromosome partition;Cytoplasm;Cytoskeleton;Endosome;GTP-binding;Lysosome;Membrane;Mitosis;Nucleotide-binding;Protein transport;Proteomics identification;Reference proteome;Synapse;Transport,,0
Q9HCU5,SEC12_HUMAN,PREB,Guanine nucleotide-exchange factor SEC12,417,Endoplasmic reticulum membrane; Nucleus;,ENST00000260643.7,0,,3D-structure;Activator;DNA-binding;Endoplasmic reticulum;ER-Golgi transport;Membrane;Nitration;Nucleus;Protein transport;Proteomics identification;Reference proteome;Repeat;Transcription;Transcription regulation;Transmembrane;Transmembrane helix;Transport;WD repeat,,1
Q9NRS4,TMPS4_HUMAN,TMPRSS4,Transmembrane protease serine 4,437,Cell membrane; Secreted;,ENST00000437212.8;ENST00000522824.5;ENST00000523251.5;ENST00000534111.5,0,,Alternative splicing;Cell membrane;Disulfide bond;Glycoprotein;Host-virus interaction;Hydrolase;Membrane;Protease;Proteomics identification;Reference proteome;Secreted;Serine protease;Signal-anchor;Transmembrane;Transmembrane helix,,1
Q9NVL8,FAME_HUMAN,CCDC198,Factor associated with metabolism and energy,296,Cell membrane; Cytoplasmic vesicle;,ENST00000216445.8,0,,Cell membrane;Cytoplasmic vesicle;Lipoprotein;Membrane;Myristate;Proteomics identification;Reference proteome,,0
Q9Y5X0,SNX10_HUMAN,SNX10,Sorting nexin-10,201,"Cytoplasm; Endosome membrane; Cytoplasm, cytoskeleton, microtubule organizing center, centrosome;",ENST00000338523.9;ENST00000396376.5;ENST00000409838.1;ENST00000446848.6;ENST00000698078.1;ENST00000698079.1;ENST00000698080.1;ENST00000698088.1;ENST00000698090.1;ENST00000905668.1;ENST00000905669.1;ENST00000905670.1;ENST00000905671.1;ENST00000905672.1;ENST00000905673.1;ENST00000911860.1;ENST00000967692.1,3,"53:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);79:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate);94:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-3-phosphate)",3D-structure;Alternative splicing;Cilium biogenesis/degradation;Cytoplasm;Cytoskeleton;Disease variant;Endosome;Lipid-binding;Membrane;Osteopetrosis;Protein transport;Proteomics identification;Reference proteome;Transport,"Osteopetrosis, autosomal recessive 8;",0
Q03167,TGBR3_HUMAN,TGFBR3,Transforming growth factor beta receptor type 3,851,"Cell membrane; Secreted; Secreted, extracellular space, extracellular matrix;",ENST00000212355.9;ENST00000370399.6;ENST00000465892.6;ENST00000525962.5;ENST00000868418.1;ENST00000868428.1;ENST00000868431.1,0,,3D-structure;Alternative splicing;Cell membrane;Disulfide bond;Extracellular matrix;Glycoprotein;Membrane;Phosphoprotein;Proteoglycan;Proteomics identification;Receptor;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix,,1
P08235,MCR_HUMAN,NR3C2,Mineralocorticoid receptor,984,Cytoplasm; Nucleus; Endoplasmic reticulum membrane;,ENST00000342437.8;ENST00000344721.8;ENST00000358102.8;ENST00000511528.1;ENST00000512865.5;ENST00000625323.2;ENST00000870885.1;ENST00000870886.1;ENST00000870888.1,20,603:Zn(2+);606:Zn(2+);620:Zn(2+);623:Zn(2+);639:Zn(2+);645:Zn(2+);655:Zn(2+);658:Zn(2+);770:21-hydroxyprogesterone;770:aldosterone;770:progesterone;776:21-hydroxyprogesterone;776:aldosterone;776:progesterone;817:21-hydroxyprogesterone;817:aldosterone;817:progesterone;945:21-hydroxyprogesterone;945:aldosterone;945:progesterone,3D-structure;Alternative splicing;Cytoplasm;Disease variant;DNA-binding;Endoplasmic reticulum;Lipid-binding;Membrane;Metal-binding;Nucleus;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Steroid-binding;Transcription;Transcription regulation;Zinc;Zinc-finger,"Pseudohypoaldosteronism 1, autosomal dominant; Early-onset hypertension with severe exacerbation in pregnancy;",0
P63010,AP2B1_HUMAN,AP2B1,AP-2 complex subunit beta,937,"Cell membrane; Membrane, coated pit;",ENST00000610402.5;ENST00000618940.4;ENST00000621914.4;ENST00000879019.1;ENST00000879020.1;ENST00000879021.1;ENST00000879022.1;ENST00000879023.1;ENST00000879024.1;ENST00000967995.1;ENST00000967996.1,0,,3D-structure;Acetylation;Alternative splicing;Cell membrane;Coated pit;Endocytosis;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Transport,,0
Q01082,SPTB2_HUMAN,SPTBN1,"Spectrin beta chain, non-erythrocytic 1",2364,"Cytoplasm, cytoskeleton; Cytoplasm, myofibril, sarcomere, M line; Cytoplasm, cytosol; Cell membrane; Cell membrane;",ENST00000333896.5;ENST00000356805.9;ENST00000898760.1;ENST00000898761.1;ENST00000898762.1;ENST00000937940.1;ENST00000937941.1,0,,3D-structure;Acetylation;Actin capping;Actin-binding;Alternative splicing;Calmodulin-binding;Cell membrane;Cytoplasm;Cytoskeleton;Disease variant;Glycoprotein;Intellectual disability;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat,"Developmental delay, impaired speech, and behavioral abnormalities;",0
Q9Y6I3,EPN1_HUMAN,EPN1,Epsin-1,576,"Cytoplasm; Cell membrane; Nucleus; Membrane, clathrin-coated pit;",ENST00000085079.11;ENST00000270460.11;ENST00000411543.6;ENST00000870064.1;ENST00000870065.1;ENST00000870066.1;ENST00000870067.1;ENST00000870068.1;ENST00000870076.1;ENST00000870078.1;ENST00000870079.1;ENST00000870081.1;ENST00000870082.1;ENST00000870085.1;ENST00000870086.1;ENST00000870092.1;ENST00000870093.1;ENST00000870100.1;ENST00000870101.1;ENST00000870104.1;ENST00000870106.1;ENST00000870107.1;ENST00000870109.1;ENST00000870111.1;ENST00000870114.1;ENST00000870116.1;ENST00000870118.1;ENST00000870119.1;ENST00000935739.1;ENST00000935740.1;ENST00000935741.1;ENST00000935743.1;ENST00000953608.1;ENST00000953616.1;ENST00000953617.1;ENST00000953618.1;ENST00000953620.1,6,"8:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);11:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);25:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);30:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);63:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);73:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)",3D-structure;Alternative splicing;Cell membrane;Coated pit;Cytoplasm;Endocytosis;Lipid-binding;Membrane;Methylation;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Ubl conjugation,,0
P34947,GRK5_HUMAN,GRK5,G protein-coupled receptor kinase 5,590,Cytoplasm; Nucleus; Cell membrane;,ENST00000392870.3,2,192:ATP;215:ATP,3D-structure;Apoptosis;ATP-binding;Cell membrane;Cytoplasm;Kinase;Lipid-binding;Membrane;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Serine/threonine-protein kinase;Transferase;Wnt signaling pathway,,0
Q05655,KPCD_HUMAN,PRKCD,Protein kinase C delta type,676,"Cytoplasm; Cytoplasm, perinuclear region; Nucleus; Cell membrane; Mitochondrion; Endomembrane system;",ENST00000330452.8;ENST00000394729.6;ENST00000650739.1;ENST00000652449.1;ENST00000654719.1;ENST00000883492.1;ENST00000883493.1;ENST00000928339.1;ENST00000949457.1;ENST00000949458.1;ENST00000949459.1;ENST00000949462.1;ENST00000949466.1;ENST00000949467.1;ENST00000949468.1;ENST00000949469.1;ENST00000949470.1;ENST00000949471.1;ENST00000949472.1;ENST00000949473.1;ENST00000949474.1;ENST00000949475.1;ENST00000949476.1,2,355:ATP;378:ATP,3D-structure;Alternative splicing;Apoptosis;ATP-binding;Cell cycle;Cell membrane;Cytoplasm;Kinase;Membrane;Metal-binding;Mitochondrion;Nucleotide-binding;Nucleus;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Serine/threonine-protein kinase;Transferase;Tumor suppressor;Zinc;Zinc-finger,Autoimmune lymphoproliferative syndrome 3;,0
O75694,NU155_HUMAN,NUP155,Nuclear pore complex protein Nup155,1391,"Nucleus, nuclear pore complex; Nucleus membrane; Nucleus membrane;",ENST00000231498.8;ENST00000381843.6;ENST00000716591.1,0,,3D-structure;Alternative splicing;Atrial fibrillation;Disease variant;Disulfide bond;Glycoprotein;Isopeptide bond;Membrane;mRNA transport;Nuclear pore complex;Nucleus;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Translocation;Transport;Ubl conjugation,"Atrial fibrillation, familial, 15;",0
P48444,COPD_HUMAN,ARCN1,Coatomer subunit delta,511,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane;",ENST00000264028.5;ENST00000392859.7,0,,Acetylation;Alternative splicing;Cytoplasm;Cytoplasmic vesicle;Dwarfism;ER-Golgi transport;Golgi apparatus;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Transport,Short stature-micrognathia syndrome;,0
P61923,COPZ1_HUMAN,COPZ1,Coatomer subunit zeta-1,177,"Cytoplasm; Golgi apparatus membrane; Cytoplasmic vesicle, COPI-coated vesicle membrane;",ENST00000262061.7;ENST00000455864.6;ENST00000549043.5;ENST00000552362.5,0,,3D-structure;Acetylation;Alternative splicing;Cytoplasm;Cytoplasmic vesicle;Direct protein sequencing;Disease variant;ER-Golgi transport;Golgi apparatus;Membrane;Protein transport;Proteomics identification;Reference proteome;Transport,"Neutropenia, severe congenital, 12, autosomal recessive;",0
Q15041,AR6P1_HUMAN,ARL6IP1,ADP-ribosylation factor-like protein 6-interacting protein 1,203,Endomembrane system; Endoplasmic reticulum membrane; Endoplasmic reticulum;,ENST00000304414.12;ENST00000546206.6,0,,Alternative splicing;Apoptosis;Disease variant;Endoplasmic reticulum;Hereditary spastic paraplegia;Membrane;Neurodegeneration;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,"Spastic paraplegia 61, autosomal recessive;",3
Q99835,SMO_HUMAN,SMO,Protein smoothened,787,"Cell membrane; Cell projection, cilium membrane;",ENST00000249373.8,3,95:cholesterol;219:(24S)-25-epoxycholesterol;394:cholesterol,3D-structure;Cell membrane;Cell projection;Developmental protein;Disease variant;Disulfide bond;G protein-coupled receptor;Glycoprotein;Lipoprotein;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Signal;Transducer;Transmembrane;Transmembrane helix,Curry-Jones syndrome;,7
Q9HBA0,TRPV4_HUMAN,TRPV4,Transient receptor potential cation channel subfamily V member 4,871,"Cell membrane; Apical cell membrane; Cell junction, adherens junction; Cell projection, cilium; Cell membrane; Cell membrane; Endoplasmic reticulum; Endoplasmic reticulum; Endoplasmic reticulum;",ENST00000261740.7;ENST00000418703.7;ENST00000536838.1;ENST00000537083.5;ENST00000541794.5;ENST00000544971.5;ENST00000675670.1;ENST00000909280.1;ENST00000909281.1,9,"192:ATP;197:ATP;201:ATP;236:ATP;248:ATP;249:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);296:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);344:a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate);682:Ca(2+)",3D-structure;Alternative splicing;ANK repeat;ATP-binding;Calcium;Calcium channel;Calcium transport;Calmodulin-binding;Cell junction;Cell membrane;Cell projection;Charcot-Marie-Tooth disease;Cilium;Disease variant;Dwarfism;Endoplasmic reticulum;Ion channel;Ion transport;Lipid-binding;Membrane;Metal-binding;Neurodegeneration;Neuropathy;Nucleotide-binding;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transmembrane;Transmembrane helix;Transport,"Brachyolmia 3; Spondylometaphyseal dysplasia Kozlowski type; Metatropic dysplasia; Neuronopathy, distal hereditary motor, autosomal dominant 8; Charcot-Marie-Tooth disease, axonal, autosomal dominant, type 2C; Scapuloperoneal spinal muscular atrophy; Spondyloepiphyseal dysplasia, Maroteaux type; Parastremmatic dwarfism; Digital arthropathy-brachydactyly, familial; Avascular necrosis of the femoral head, primary 2;",6
P54764,EPHA4_HUMAN,EPHA4,Ephrin type-A receptor 4,986,"Cell membrane; Cell projection, axon; Cell projection, dendrite; Postsynaptic density membrane; Early endosome; Cell junction, adherens junction;",ENST00000281821.7;ENST00000409938.5;ENST00000891631.1,2,627:ATP;653:ATP,3D-structure;Alternative splicing;ATP-binding;Cell adhesion;Cell junction;Cell membrane;Cell projection;Developmental protein;Endosome;Glycoprotein;Kinase;Membrane;Neurogenesis;Nucleotide-binding;Phosphoprotein;Postsynaptic cell membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Signal;Synapse;Transferase;Transmembrane;Transmembrane helix;Tyrosine-protein kinase,,1
Q96B67,ARRD3_HUMAN,ARRDC3,Arrestin domain-containing protein 3,414,Cytoplasm; Cell membrane; Lysosome; Endosome; Early endosome;,ENST00000265138.4,0,,3D-structure;Cell membrane;Cytoplasm;Endosome;Lysosome;Membrane;Proteomics identification;Reference proteome;Repeat,,0
Q9HC29,NOD2_HUMAN,NOD2,Nucleotide-binding oligomerization domain-containing protein 2,1040,Cell membrane; Basolateral cell membrane; Cytoplasm; Mitochondrion; Cytoplasm;,ENST00000300589.6;ENST00000647318.2;ENST00000951248.1,11,239:ADP;252:ADP;253:ADP;299:ATP;302:ADP;303:ADP;304:ADP;305:ADP;306:ADP;307:ADP;603:ADP,Adaptive immunity;Alternative initiation;ATP-binding;Autophagy;Cell membrane;Cytoplasm;Disease variant;Glycoprotein;Immunity;Innate immunity;Leucine-rich repeat;Lipoprotein;Membrane;Mitochondrion;Nucleotide-binding;Palmitate;Proteomics identification;Reference proteome;Repeat;Ubl conjugation,Blau syndrome; Inflammatory bowel disease 1; Yao syndrome;,0
Q6ZU64,CFA65_HUMAN,CFAP65,Cilia- and flagella-associated protein 65,1925,"Cell projection, cilium, flagellum membrane; Cytoplasmic vesicle, secretory vesicle, acrosome membrane; Cytoplasm; Cell projection, cilium, flagellum; Cytoplasm, cytoskeleton, cilium axoneme; Cytoplasm, cytoskeleton, flagellum axoneme;",ENST00000295729.6;ENST00000341552.10;ENST00000409865.7;ENST00000410037.5;ENST00000453220.5,0,,Alternative splicing;Cell membrane;Cell projection;Cilium;Cilium biogenesis/degradation;Coiled coil;Cytoplasm;Cytoplasmic vesicle;Cytoskeleton;Disease variant;Flagellum;Membrane;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix,Spermatogenic failure 40;,1
Q9UQC9,CLCA2_HUMAN,CLCA2,Calcium-activated chloride channel regulator 2,943,Cell membrane; Basal cell membrane; Cell junction; Secreted;,ENST00000370565.5,3,164:Zn(2+);168:Zn(2+);175:Zn(2+),Autocatalytic cleavage;Calcium;Cell adhesion;Cell junction;Cell membrane;Chloride;Glycoprotein;Hydrolase;Ion transport;Membrane;Metal-binding;Metalloprotease;Protease;Proteomics identification;Reference proteome;Secreted;Signal;Transmembrane;Transmembrane helix;Transport;Zinc,,1
Q9UBM1,PEMT_HUMAN,PEMT,Phosphatidylethanolamine N-methyltransferase,199,Endoplasmic reticulum; Endoplasmic reticulum membrane; Mitochondrion membrane; Endoplasmic reticulum membrane;,ENST00000255389.10;ENST00000395781.6;ENST00000395782.5;ENST00000395783.5,2,98:S-adenosyl-L-methionine;180:S-adenosyl-L-methionine,Alternative splicing;Endoplasmic reticulum;Lipid biosynthesis;Lipid metabolism;Membrane;Methyltransferase;Mitochondrion;Phospholipid biosynthesis;Phospholipid metabolism;Proteomics identification;Reference proteome;S-adenosyl-L-methionine;Transferase;Transmembrane;Transmembrane helix,,3
O43157,PLXB1_HUMAN,PLXNB1,Plexin-B1,2135,Cell membrane; Secreted; Secreted;,ENST00000296440.11;ENST00000358536.8;ENST00000449094.5;ENST00000456774.5;ENST00000859424.1;ENST00000934701.1;ENST00000934707.1;ENST00000948892.1,0,,3D-structure;Alternative splicing;Cell membrane;Coiled coil;Disulfide bond;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Receptor;Reference proteome;Repeat;Secreted;Signal;Transmembrane;Transmembrane helix,,1
P06731,CEAM5_HUMAN,CEACAM5,Cell adhesion molecule CEACAM5,702,Cell membrane; Apical cell membrane; Cell surface;,ENST00000221992.11;ENST00000398599.8;ENST00000405816.5;ENST00000617332.4;ENST00000888517.1;ENST00000888519.1;ENST00000948423.1,0,,3D-structure;Alternative splicing;Apoptosis;Cell adhesion;Cell membrane;Disulfide bond;Glycoprotein;GPI-anchor;Immunoglobulin domain;Lipoprotein;Membrane;Oncogene;Proteomics identification;Reference proteome;Repeat;Signal,,0
P40855,PEX19_HUMAN,PEX19,Peroxisomal biogenesis factor 19,299,Cytoplasm; Peroxisome membrane;,ENST00000368072.10;ENST00000472750.5;ENST00000556710.6,0,,3D-structure;Acetylation;Alternative splicing;Cytoplasm;Host-virus interaction;Lipoprotein;Membrane;Methylation;Peroxisome;Peroxisome biogenesis;Peroxisome biogenesis disorder;Phosphoprotein;Prenylation;Proteomics identification;Reference proteome;Zellweger syndrome,Peroxisome biogenesis disorder complementation group 14; Peroxisome biogenesis disorder 12A;,0
P51693,APLP1_HUMAN,APLP1,Amyloid beta precursor like protein 1,650,Cell membrane; Cytoplasm;,ENST00000221891.9;ENST00000652533.2,6,174:Cu(2+);206:Zn(2+);209:Zn(2+);210:Zn(2+);561:Cu(2+);561:Zn(2+),3D-structure;Alternative splicing;Apoptosis;Cell adhesion;Cell membrane;Copper;Cytoplasm;Disulfide bond;Endocytosis;Glycoprotein;Heparin-binding;Membrane;Metal-binding;Neurodegeneration;Proteomics identification;Reference proteome;Signal;Transmembrane;Transmembrane helix;Zinc,,1
Q15750,TAB1_HUMAN,TAB1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,504,"Cytoplasm, cytosol; Endoplasmic reticulum membrane;",ENST00000216160.11;ENST00000331454.3,0,,3D-structure;Alternative splicing;Cytoplasm;Endoplasmic reticulum;Glycoprotein;Membrane;Phosphoprotein;Proteomics identification;Reference proteome;Ubl conjugation,,0
Q7Z3J2,VP35L_HUMAN,VPS35L,VPS35 endosomal protein-sorting factor-like,963,Membrane; Endosome;,ENST00000417362.7,0,,3D-structure;Alternative splicing;Disease variant;Endosome;Membrane;Phosphoprotein;Protein transport;Proteomics identification;Reference proteome;Transmembrane;Transmembrane helix;Transport,Ritscher-Schinzel syndrome 3;,1
Q86UN2,R4RL1_HUMAN,RTN4RL1,Reticulon-4 receptor-like 1,441,Cell membrane; Membrane raft; Perikaryon; Cell projection;,ENST00000331238.7,0,,Cell membrane;Cell projection;Glycoprotein;GPI-anchor;Leucine-rich repeat;Lipoprotein;Membrane;Proteomics identification;Receptor;Reference proteome;Repeat;Signal,,0
Q86WS5,TMPSC_HUMAN,TMPRSS12,Transmembrane protease serine 12,348,"Cell membrane; Cytoplasmic vesicle, secretory vesicle, acrosome;",ENST00000398458.4,0,,Cell membrane;Cytoplasmic vesicle;Differentiation;Disulfide bond;Fertilization;Glycoprotein;Hydrolase;Membrane;Protease;Proteomics identification;Reference proteome;Serine protease;Signal;Spermatogenesis;Transmembrane;Transmembrane helix,,1
Q8IYU8,MICU2_HUMAN,MICU2,"Calcium uptake protein 2, mitochondrial",434,Mitochondrion intermembrane space; Mitochondrion inner membrane;,ENST00000382374.9,11,185:Ca(2+);187:Ca(2+);189:Ca(2+);191:Ca(2+);193:Ca(2+);196:Ca(2+);375:Ca(2+);377:Ca(2+);379:Ca(2+);381:Ca(2+);386:Ca(2+),3D-structure;Disulfide bond;Membrane;Mitochondrion;Mitochondrion inner membrane;Phosphoprotein;Proteomics identification;Reference proteome;Repeat;Transit peptide,,0
